ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,xd_ids,Glottolog_Name,Family_ID
Modern_Georgian,Modern_Georgian,,41.850397,43.78613,nucl1302,,,Georgian,kart1248
Old_Georgian,Old_Georgian,,41.604313,43.06151,oldg1234,,,Old Georgian,kart1248
Svan,Svan,,42.9134,42.5915,svan1243,,,Svan,kart1248
Megrelian,Megrelian,,42.5129,41.8719,ming1252,,,Mingrelian,kart1248
Laz,Laz,,41.5004,41.9096,lazz1240,,,Laz,kart1248
