ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,xd_ids,Glottolog_Name,Family_ID
Ganggalida,Ganggalida,,-17.5446,139.426,gang1267,,,Ganggalida,tang1340
Kayardild,Kayardild,,-17.0695,139.489,kaya1319,,xd952,Kayardild,tang1340
Lardil,Lardil,,-16.56152,139.4343,lard1243,,xd951,Lardil,tang1340
Nguburindi,Nguburindi,,,,ngub1238,,,Nguburindi,tang1340
Yangarella,Yangarella,,-16.74,138.023,nyan1300,,,Yangkaal,tang1340
Yangkaal,Yangkaal,,-16.74,138.023,nyan1300,,,Yangkaal,tang1340
